id_collectivity,solution,relation_score
526,"Avoir des compagnies d’assurances honnêtes Visiter avec eux tous les bâtiments à assurer et
en détailler les risques leur fournir au fur et à mesure toutes les factures liées aux travaux
réalisés par la commune pour améliorer la qualité des bâtiments
148",7.0
527,,5.0
528,Contraindre les assureurs à assurer les collectivités,3.0
529,"Comme cela existe dans le secteur privé, il pourrait être créer une captive d’assurances
pour les collectivités. Par exemple, on peut imaginer une captive mutuelle d’assurances à
l’échelle départementale pour toutes les collectivités territoriales de la Vendée. Cette captive
permettrait d’introduire des mécanismes d’auto-assurances.
Il pourrait également être créer une imputation comptable spécifique permettant aux collec-
tivités de provisionner année après année les risques de préjudices.",5.0
530,Un cadre légal et l’obligation d’assurance pour les collectivités,5.0
531,"Les assureurs se désengagent compte tenu de la hause de la sinistralité en France, mais est
ce de la seule responsabilité des assureurs d’en assumer les conséquences et elles ne le feront
pas sans y être contraintes. On confronte ici la réalité économique de groupes financiers à
des besoins de services publics en forte augmentation, le modèle est sans doute à revoir. Je
ne connaissais pas le principe de l’auto-assurance, mais il mérite d’être étudié, la collectivité
devant assumer ses responsabilités en matière de risques collectifs.",5.0
532,,3.0
533,,
534,"Sortir le champ des assurances du formalisme lié aux marchés publics, tout en le maintenant
dans un champ concurrentiel. Développer l’offre concurrentielle pour l’assurance aux collec-
tivité, trop limitée à quelques assureurs spécialisés, ce qui fait porter les risques uniquement
sur un nombre trop limité d’assureurs, d’où le refus de plus en plus fréquent de leur part
pour assurer ou à des conditions exorbitantes.
150",5.0
535,"Proposer aux assureurs d’utiliser leurs fonds propres pour limiter l’augmentation des cotisa-
tions ou accepter d’assurer les communes. Que les assureurs mettent en place des “bonus”
pour les collectivités attentives à leurs risques et/ou proposent des incitatives pour aider les
collectivités à mieux gérer leurs risques.",8.0
536,,7.0
537,"Mise en place d’une caisse d’assurance publique à destination exclusive des collectivités,
notamment de celles refusées par les compagnies d’assurances privées.",8.0
538,"- améliorer grâce à une assistance la gestion des risques et biens, - adapter les garanties au
contexte de risque local par des franchises par exemple au lieu de refuser le risque, afin de
favoriseruneformed’autoassurancepartielle-favoriseruneapproched’analysederisquelors
des consultations permettant d’adapter les réponses au contexte spécifique de la collectivité,
quitte à exclure certains biens, afin d’éviter un rejet total du risque et une infructuosité de
la consultation : adaptation code commande publique",8.0
539,"151
Avoir un seul contrat type pour l’ensemble des collectivités territoriales avec options en
fonctions des risques. Lancer un appel d’offre groupé.
152",7.0
540,,4.0
541,,9.0
542,,9.0
543,"Un bien UNESCO devrait être pris en charge par l’État qui s’engage lorque que le site ou
bâtiment est inscrit au Patrimoine Mondial de l’UNESCO Une petite commune, propriétaire
du site, n’a pas les moyens financiers de prendre en charge une assurance hors de prix Abbaye
de Saint-Savin sur Gartempe 86310",1.0
544,,10.0
545,,7.0
546,,2.0
547,"Auto assurer les petits sinistres même au delà des franchises supportables par le budget de
chaque commune. ne laisser que les sinistres importants à la charge des assureurs. Pour les
catastrophes naturels il faut être vigilant quant à la soutenabilité du régime d’indemnisation
des catastrophes naturelles qui s’est vu fortement solliciter. Attention aux fortes averses de
grêles qui selon mes souvenirs d’ancien assureur ne sont pas prises en cmpte dans le régime
cat’nat.",
548,"Nous nous trouvons aujourd’hui dans une situation inédite. Lorsque nous avons la chance
d’avoir des réponses, certains acteurs se trouvent en situation de quasi-monopole et en
adoptent les comportements (prix multipliés par 3 à 4 et conditions techniques très dé-
gradées). L’appel d’offres lancé en Septembre 2023 par JAUNAY MARIGNY, n’a pas
échappé à cette tendance alors que la sinistralité de la collectivité était très faible. L’Etat
doit garantir un élargissement de l’offre assurantielle en créant un fonds de secours pour les
sinistres liés aux événements climatiques. Les dommages aux biens induits par des événe-
mentsexceptionnels(émeutes, vandalisme...) doiventtrouverquantàeuxd’autressolutions
(planification urbaine, mesures sociales, mesures de prévention et de sécurisation, vidéopro-
tection...) afin d’être évités et circonscrits.
Recourir à un inventaire des risques par bâtiment n’est pas une bonne solution. Cela ne fera
que créer une charges supplémentaire alors que les collectivité sont déjà tenues de respecter
de nombreuses règlementations afin de garantir la sécurité de leur équipements. Cela ne
154
rassurera pas plus les assureurs en quête de profit. Nous étions accompagnés dans notre
procédure en fin d’année et cela a déjà été évoqué comme une alternative (payante en sus) !
155",
549,"Former les agents afin d’éviter les petites déclarations de sinistres (jet accidentel de cailloux
sur des véhicules lors de l’utilisation de rotofil, soin apporté à la préparation de chantiers,
...",9.0
550,,9.0
551,"Tarifs appropriés
156",3.0
552,,
553,,5.0
554,,5.0
555,Gérer par les communautés de communes,9.0
556,Je ne sais pas du tout.,5.0
557,"157
Nous avons souscrit un nouveau contrat au 1er janvier 2024 qui nous a permis de diviser par
2 le coût et obtenir de meilleures garanties, chez Groupama",3.0
558,"pas ou peu de discussions possible avec la CIADE car le conseil d ’administration avait
délibéré en amont. Aucune discussion possible. Impossible de discuter. Le seul choix : payer
30% supplémentaires ou partir. Pas de prise en compte des types de sinistres postérieur.
Notre cas été traité par un logiciel et pas par des personnes. On a travaillé sans filet pour
quitter la CIADE au 31 décembre alors que le personnel de la CIADE était en vacances.",4.0
559,,7.0
560,créer un dispositif de groupement pour optimiser,7.0
561,"Peut être regrouper les contrats des communes chez un assureur commun pour négocier un
tarif plus intéressant et mutualiser les risques et les répartir par groupe d’assureur ?",10.0
562,"Que ce soit une compagnie d’assurance sous tutelle de l’état qui couvre les risques des
collectivités. Cotisation uniformisée, basée sur les valeurs réelles des biens couverts. Au
delà du patrimoine cette assurance devrait également couvrir le risque des collectivités qui
disposent de flottes de véhicules, bus, et autres. Les compagnies actuelles souscrivent les
contrats et très rapidement (même sans sinistre) appliquent des revalorisations importantes
158
du montant des primes et/ou résilient les contrats.
159",9.0
563,Une formation des élus,6.0
564,,8.0
565,"Faire plus de prévenions auprès des agents et des administrés pour limiter les sinistres.
160",8.0
566,"Les contrats d’assurance sont difficiles à comprendre alors nous avons toujours l’impression
de ne pas bien maîtriser le sujet.
Je viens de changer de compagnie car la CIADE m’a indiqué une augmentation de 18% de la
cotisation, j’ai gagné 600 euros avec Groupama pour un contrat qui me revient maintenant
à 1600 euros. Écart important, cependant en 2018 la CIADE était mieux placée.",9.0
567,,4.0
568,"Manque de connaissances mutuelles entre les collectivités et les assurances vis à vis de la cul-
turedurisque(formationsdelagestiondurisqueetréflexionsurexpositionaurisque). Flotte
auto : optimisation du nombre de véhicule et de la couverture assurantielle. Développement
du car sharing entre services et développement de l’utilisation des transports en commun en
milieu urbain. Mise en place d’un service assurance commun dans les centre de gestion. En
cas de refus d’assurance, provisionner le risque dans les budgets.",9.0
569,,8.0
570,Une assurance de l’état du département ou de la région en interne.,7.0
571,"L’antériorité des remboursements due aux sinistres la négociation et un RDV (refus de
groupama) l’obligation que ttes les assurances puissent assurer les collectivités territoriales",1.0
572,,
573,"Pour notre collectivité les grands groupes d’assureur devraient mettre à disposition un inter-
locuteur privilégier Facilement consultable. Les centre d’appel et communication par mail
ne rende pas la tâche facile.",
574,"Un groupement de prestations pourrait être réalisé sur plusieurs communes de nombre équiv-
alent d’habitants",7.0
575,"Le coût des assurances a augmenté de près de 17 % pour notre commune rurale. Cette
augmentation est en partie liée à l’augmentation des dégradations de biens qui ont eu lieu
dans les grandes villes, ainsi que le nombre des incendies et des inondations qui sont liés
au changement climatique en France. Cependant, notre petite commune rurale du sud de
l’Essonne n’est pas exposée à ses risques, cependant elle en supporte les coûts comme toutes
les autres communes, ce qui est d’autant plus injuste que ses ressources financières sont
moindres.",7.0
576,,8.0
577,"Avoir un interlocuteur unique par collectivité faciliterait les choses (actuellement interlocu-
teurs multiples et le traitement - qualité, rapidité... - dépend du gestionnaire) Clarifier
les contrats (actuellement beaucoup trop d’observations et d’exclusions par l’assureur par
rapport aux clauses des marchés
163",7.0
578,,2.0
579,"Mutualisation des contrats Titrisation des risques entre collectivités Assurance des gros
risques uniquement (bâtiments les plus importants et/ou les plus récents) Création d’un
fonds “émeutes” type catastrophes naturelles",5.0
580,"Davantage d’opérateurs, privés ou publics, sur le marché assurantiels des collectivités ; des
moyens et financements complémentaires dédiés à l’entretien du patrimoine des collectiv-
ités territoriales ; l’interdiction pour un assureur de modifier ou résilier un contrat s’il ne
justifie pas qu’une telle mesure est strictement liée à la sinistralité du sociétaire; obliga-
tion d’information renforcée à la charge des assureurs sur l’état des provisions et indemnités
versées
164",3.0
581,,5.0
582,"passer en procédure de marché négocié a minima
165",5.0
583,,4.0
584,"Il faudrait obtenir des réponses lors des appels d’offres ou au moins lors des consultations de
gré à gré.
Ne pourrait on pas envisager l’existante d’une assurance commune à toutes les administra-
tions publiques ou au moins à toutes les collectivités publiques d’une même communauté
d’agglomération ou communes.",1.0
585,groupement de commandes franchises élevées,9.0
586,"assurance d état pour les émeutes et risque naturels , car ce sont celles-ci qui ont déclenché
le mouvement de recul des assureurs",5.0
587,Aide à l’analyse des biens à assurer,8.0
588,"Les collectivités relèvent à la fois du Code de la commande publique et du Code des assur-
ances ce qui peut poser des problèmes d’appréciations (divergence entre les textes). Il serait
peut-être judicieux de prévoir des dispositions spécifiques aux collectivités. La faculté de
résiliation des assureurs est trop souple. Il faudrait prévoir un délai plus important afin de
permettre aux collectivités de lancer une nouvelle consultation afin de trouver un nouvel as-
sureur. Il est également souhaitable de prolonger les contrats des collectivités. Les marchés
sont conclus pour une durée de 4 ans afin de permettre de relancer la concurrence et de
ne pas contracter systématiquement avec le même acteur. Or, en matière d’assurance, la
concurrence est faible voire inexistante (beaucoup d’appel d’offres infructueux ou très peu
d’offres). Une durée plus longue peut donc être envisagée.",6.0
589,,10.0
590,,5.0
591,,8.0
592,Être intégré à un groupement de commande.,5.0
593,pouvoir se regrouper pour avoir un meilleur contrat et une meilleure couverture des risques,7.0
594,"Aujourd’hui manque de prestataires sur le marché donc difficultés à négocier. Les collec-
tivités n’étant plus rentable pour les assureurs, il n’y a plus de possibilité de négocier. En
conséquence, seul le service public pourrait assurer les collectivités.
168",
595,"Mutualisation des moyens /Intégration au sein des EPCI Des échanges avec les représentants
des métiers des assurances sur les contraintes des collectivités Contractualiser l’assurance sur
plusieurs années (6 ans )",7.0
596,"La création d’un établissement d’auto-assurance des collectivités
169",5.0
